id,careers,interests,recrtTitle,jobId
343,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 30}, {'job': '경영/사무/금융/보험', 'career': 31}, {'job': '예술/디자인/방송/스포츠', 'career': 20}]","['경비원', '요양/간병']",의정부 빌딩경비원 구인모집,K120031508280034
344,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 5}]","['경비원', '교통/생활지도', '육아/보육']",건물 경비원을 모집합니다.,K120031508310007
345,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 28}]","['경비원', '주유', '청소원']",빌딩 경비원을 구인합니다.,K120031509090015
346,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 15}]","['경비원', '주유']",건물 주차관리 및 경비구함,K120031509100048
347,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 32}, {'job': '보건/의료', 'career': 25}, {'job': '연구/공학기술', 'career': 16}]","['경비원', '주유', '건물/시설관리']",빌딩경비원 구인모집,K120031509140011
348,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 18}]",['경비원'],현대로지스틱스 양산지점 단기 경비원 모집,K120031510020022
349,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 14}]","['경비원', '주유']",의정부시 빌딩경비원 구인모집,K120031510190040
350,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 8}]","['경비원', '세차/세탁']",강남 오피스텔 경비원 모집,K120031510200058
351,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 25}, {'job': '예술/디자인/방송/스포츠', 'career': 5}]","['경비원', '안전점검원', '운전']",의정부시 빌딩경비원 구인모집,K120031511040011
352,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 38}]","['경비원', '리서치/설문', '조립/포장']",의정부시 빌딩경비원 구인모집-빌딩경비원 채용,K120031511230042
353,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 14}, {'job': '경영/사무/금융/보험', 'career': 12}, {'job': '설치/정비/생산', 'career': 24}]","['경비원', '생산/제조']",[문래역]GS강서타워보안원모집(168만원),K120031511270006
354,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 30}, {'job': '영업/판매/운전/운송', 'career': 16}, {'job': '예술/디자인/방송/스포츠', 'career': 5}]","['경비원', '육아/보육', '편의점/마트']",건물관리(주차_경비)직원 모집,K120031511300064
355,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 23}]","['경비원', '번역', '세차/세탁']",송파구 잠실한양3차아파트 경비원 채용,K120031512140036
356,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 8}, {'job': '농림어업', 'career': 39}]","['경비원', '육아/보육', '방역']",아파트 경비원 모집,K120031512230077
357,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 21}, {'job': '연구/공학기술', 'career': 25}, {'job': '건설/채굴', 'career': 31}]","['경비원', '요양/간병', '써빙']",[문래역]GS강서타워보안원모집(168만원),K120031512290014
358,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 15}]","['경비원', '영업/판매']",건물 경비원 모집,K120031601110013
359,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 37}, {'job': '연구/공학기술', 'career': 13}, {'job': '보건/의료', 'career': 30}]","['경비원', '농림어업', '아파트청소']",국화 신동아 아파트 경비원 모집,K120031601250057
360,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 26}]","['경비원', '조립/포장']",성남시 빌딩경비원,K120031601280022
361,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 23}]","['경비원', '퀵서비스', '농림어업']",판교원마을4단지아파트 경비원채용(급구),K120031602030017
362,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 8}]","['경비원', '운전']",CJ대한통운 인천창고 경비원 모집,K120031602110041
363,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 28}, {'job': '보건/의료', 'career': 15}, {'job': '경영/사무/금융/보험', 'career': 11}]",['경비원'],아파트 경비원 채용,K120031602120062
364,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 33}]","['경비원', '아파트청소', '기타']",공사현장-격일제경비원모집,K120031602220042
365,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 36}]",['경비원'],빌딩 관리인을 채용합니다.,K120031602230019
366,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 35}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 23}]","['경비원', '문화시설']",삼성빌딩 경비원 구함,K120031602240017
367,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 23}, {'job': '설치/정비/생산', 'career': 40}, {'job': '보건/의료', 'career': 7}]","['경비원', '운전', '세차/세탁']",상도동 건물 보안요원 모집,K120031602250012
368,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 39}]",['경비원'],배곧신도시 한라건설아파트 공사장경비원모집(시흥시 정왕동),K120031602260030
369,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 39}, {'job': '농림어업', 'career': 23}, {'job': '보건/의료', 'career': 32}]","['경비원', '배달', '운송']",경비원(중구 시티타워 빌딩),K120031602260032
370,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 25}]","['경비원', '교통/생활지도']",씨제이대한통운 부평사업소 경비원 모집,K120031603040011
371,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 34}, {'job': '보건/의료', 'career': 17}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 19}]",['경비원'],경비원 구인,K120031603040057
372,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 12}, {'job': '연구/공학기술', 'career': 11}, {'job': '보건/의료', 'career': 30}]","['경비원', '교통/생활지도', '편의점/마트']",경비사원 모집합니다,K120031603080031
373,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 27}]","['경비원', '배달']",신내 성원아파트  경비원 급구,K120031603100027
374,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 23}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 40}, {'job': '보건/의료', 'career': 38}]",['경비원'],은마아파트 경비원 급구,K120031603100029
375,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 21}, {'job': '예술/디자인/방송/스포츠', 'career': 34}, {'job': '농림어업', 'career': 18}]","['경비원', '주유', '아파트청소']",오피스 빌딩 보안사원 모집,K120031603140009
376,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 16}]","['경비원', '상담원']",경비사원 모집합니다,K120031603140019
377,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 21}]",['경비원'],빌딩 보안대원(서울시티타워),K120031603140040
378,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 7}]","['경비원', '농림어업']",치과병원건물(신사동 에이플러스빌딩)에서 가족같이 근무할 성실하고 책임있는 경비원을 찾습니다.,K120031603150019
379,"[{'job': '미용/여행/숙박/음식/경비/청소', 'career': 27}]",['경비원'],건물 경비원 모집,K120031603150050
380,"[{'job': '예술/디자인/방송/스포츠', 'career': 20}, {'job': '영업/판매/운전/운송', 'career': 21}]",['경비원'],아파트 경비원 채용,K120031603160002
381,"[{'job': '예술/디자인/방송/스포츠', 'career': 21}]",['경비원'],국방기술품질원 광주 센터  경비원 모집합니다.,K120031603160004
382,"[{'job': '예술/디자인/방송/스포츠', 'career': 5}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 5}, {'job': '연구/공학기술', 'career': 40}]",['경비원'],성지하이츠2빌딩관리단 역삼역 빌딩 경비원,K120031603160019
383,"[{'job': '예술/디자인/방송/스포츠', 'career': 30}, {'job': '연구/공학기술', 'career': 15}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 33}]","['경비원', '리서치/설문']",은마아파트 경비원 급구,K120031603160038
384,"[{'job': '예술/디자인/방송/스포츠', 'career': 8}, {'job': '농림어업', 'career': 26}]","['경비원', '편의점/마트']",건물 경비원 모집,K120031603210065
385,"[{'job': '예술/디자인/방송/스포츠', 'career': 40}]",['경비원'],[격일근무/경의선 화전역]한국항공대학교 경비원 모집_급구_,K120031603230012
386,"[{'job': '예술/디자인/방송/스포츠', 'career': 33}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 14}]","['경비원', '농림어업', '안전점검원']","빌딩 보안,경비 채용",K120031603230017
387,"[{'job': '예술/디자인/방송/스포츠', 'career': 40}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 33}]","['경비원', '주유']",[독산동] 일반빌딩경비 모집,K120031603240044
388,"[{'job': '예술/디자인/방송/스포츠', 'career': 24}, {'job': '보건/의료', 'career': 20}, {'job': '예술/디자인/방송/스포츠', 'career': 20}]",['경비원'],경비원 모심,K120031603250038
389,"[{'job': '예술/디자인/방송/스포츠', 'career': 38}]","['경비원', '세차/세탁']",[대기업-동일제지 파주공장] 수위 / 경비원 채용,K120031603280039
390,"[{'job': '예술/디자인/방송/스포츠', 'career': 13}, {'job': '농림어업', 'career': 17}]","['경비원', '번역']",경비사원 모집,K120031603300012
391,"[{'job': '예술/디자인/방송/스포츠', 'career': 14}, {'job': '영업/판매/운전/운송', 'career': 25}, {'job': '건설/채굴', 'career': 28}]",['경비원'],빌딩경비원구함,K120031603310007
392,"[{'job': '예술/디자인/방송/스포츠', 'career': 16}]","['경비원', '택배']",대치동 은마아파트 경비원 급구,K120031603310023
393,"[{'job': '예술/디자인/방송/스포츠', 'career': 8}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 36}, {'job': '설치/정비/생산', 'career': 29}]","['경비원', '교통/생활지도']",경비원모집,K120031603310057
394,"[{'job': '예술/디자인/방송/스포츠', 'career': 6}, {'job': '예술/디자인/방송/스포츠', 'career': 32}]",['경비원'],성서2차 영남 우방 타운 경비원 모집 합니다.,K120031604010068
395,"[{'job': '예술/디자인/방송/스포츠', 'career': 40}, {'job': '경영/사무/금융/보험', 'career': 5}, {'job': '예술/디자인/방송/스포츠', 'career': 24}]",['경비원'],[대기업-동일제지 파주공장] 수위 / 경비원 채용,K120031604070003
396,"[{'job': '예술/디자인/방송/스포츠', 'career': 22}]",['경비원'],[금천구 가산동] 보안 요원 모집,K120031604150029
397,"[{'job': '예술/디자인/방송/스포츠', 'career': 14}, {'job': '설치/정비/생산', 'career': 19}]",['경비원'],경비원 모집,K120031604170001
398,"[{'job': '예술/디자인/방송/스포츠', 'career': 34}]",['경비원'],빌딩경비원구함,K120031604180012
399,"[{'job': '예술/디자인/방송/스포츠', 'career': 5}, {'job': '설치/정비/생산', 'career': 19}, {'job': '연구/공학기술', 'career': 23}]",['경비원'],원영빌딩 경비원 구인(학동역인근),K120031604180055
200,"[{'job': '설치/정비/생산', 'career': 17}, {'job': '보건/의료', 'career': 34}, {'job': '경영/사무/금융/보험', 'career': 11}]",['건물/시설관리'],전기기사[선임자]채용,K120031502020037
201,"[{'job': '설치/정비/생산', 'career': 22}]",['건물/시설관리'],기전기사모집(주상복합건물)/격일제,K120031503260014
202,"[{'job': '설치/정비/생산', 'career': 5}]","['건물/시설관리', '환경미화', '산후조리']",포스코에너지 발전소 현장(상암) 안전관리자 경력직 채용,K120031505180053
203,"[{'job': '설치/정비/생산', 'career': 15}]",['건물/시설관리'],미8군 대구 커미서리 냉동관리자 모집,K120031505190033
204,"[{'job': '설치/정비/생산', 'career': 16}, {'job': '미용/여행/숙박/음식/경비/청소', 'career': 16}]",['건물/시설관리'],전기기사모집(주상복합아파트)/격일제,K120031505210016
205,"[{'job': '설치/정비/생산', 'career': 29}]","['건물/시설관리', '생산/제조']",전기기사모집(주상복합아파트)/격일제,K120031506090046
206,"[{'job': '설치/정비/생산', 'career': 6}, {'job': '교육/법률/사회복지/경찰/소방직/군인', 'career': 35}]",['건물/시설관리'],NAVER캠퍼스원 건물관리 계약직(전기정비) 직원 채용 공고(춘천),K120031506180043
207,"[{'job': '설치/정비/생산', 'career': 29}]","['건물/시설관리', '생산/제조']",포스코에너지 발전소 현장(상암) 안전관리자 경력직 채용,K120031507060021
208,"[{'job': '설치/정비/생산', 'career': 37}, {'job': '미용/여행/숙박/음식/경비/청소', 'career': 22}]",['건물/시설관리'],기전기사모집(주상복합건물)/격일제,K120031508070041
209,"[{'job': '설치/정비/생산', 'career': 20}]","['건물/시설관리', '청소원', '배달']",기전기사모집(주상복합건물)/격일제,K120031509010042
210,"[{'job': '설치/정비/생산', 'career': 11}]",['건물/시설관리'],기전기사모집(주상복합건물)/격일제,K120031602220082
211,"[{'job': '설치/정비/생산', 'career': 17}, {'job': '건설/채굴', 'career': 15}]","['건물/시설관리', '매표소/카운터']",빌딩관리원 채용,K120031604190012
212,"[{'job': '설치/정비/생산', 'career': 18}, {'job': '경영/사무/금융/보험', 'career': 40}, {'job': '농림어업', 'career': 38}]",['건물/시설관리'],전기기사모집(주상복합아파트)/격일제,K120031604280022
213,"[{'job': '설치/정비/생산', 'career': 24}]","['건물/시설관리', '운전']",전기기사 1명 모집합니다,K120031606230019
